"ID","Hospital","City","State","Zip","County","Measure_ID","Compared_to_National","Readmission_Score","Lower","Higher"
141300,"THOMAS H BOYD MEMORIAL HOSPITAL","CARROLLTON","IL",62016,"GREENE","READM_30_AMI",NA,NA,"Not Available","Not Available"
141301,"KIRBY MEDICAL CENTER","MONTICELLO","IL",61856,"PIATT","READM_30_AMI",NA,NA,"Not Available","Not Available"
141302,"MIDWEST MEDICAL CENTER","GALENA","IL",61036,"JO DAVIESS","READM_30_AMI",NA,NA,"Not Available","Not Available"
141303,"DR JOHN WARNER HOSPITAL","CLINTON","IL",61727,"DEWITT","READM_30_AMI",NA,NA,"Not Available","Not Available"
141304,"GENESIS MEDICAL CENTER, ALEDO","ALEDO","IL",61231,"MERCER","READM_30_AMI",NA,NA,"Not Available","Not Available"
141305,"MEMORIAL HOSPITAL","CARTHAGE","IL",62321,"HANCOCK","READM_30_AMI",NA,NA,"Not Available","Not Available"
141306,"COMMUNITY MEMORIAL HOSPITAL","STAUNTON","IL",62088,"MACOUPIN","READM_30_AMI",NA,NA,"Not Available","Not Available"
141307,"PINCKNEYVILLE COMMUNITY HOSPITAL","PINCKNEYVILLE","IL",62274,"PERRY","READM_30_AMI",NA,NA,"Not Available","Not Available"
141308,"WASHINGTON COUNTY HOSPITAL*","NASHVILLE","IL",62263,"WASHINGTON","READM_30_AMI",NA,NA,"Not Available","Not Available"
141309,"ADVOCATE EUREKA  HOSPITAL","EUREKA","IL",61530,"WOODFORD","READM_30_AMI",NA,NA,"Not Available","Not Available"
141310,"OSF SAINT PAUL MEDICAL CENTER","MENDOTA","IL",61342,"LA SALLE","READM_30_AMI",NA,NA,"Not Available","Not Available"
141311,"FAIRFIELD MEMORIAL HOSPITAL 1","FAIRFIELD","IL",62837,"WAYNE","READM_30_AMI","No Different than the National Rate",16.5,"13.6","19.7"
141312,"ROCHELLE COMMUNITY HOSPITAL","ROCHELLE","IL",61068,"OGLE","READM_30_AMI",NA,NA,"Not Available","Not Available"
141313,"MASON DISTRICT HOSPITAL","HAVANA","IL",62644,"MASON","READM_30_AMI",NA,NA,"Not Available","Not Available"
141315,"ILLINI COMMUNITY HOSPITAL","PITTSFIELD","IL",62363,"PIKE","READM_30_AMI",NA,NA,"Not Available","Not Available"
141316,"HOOPESTON COMMUNITY MEMORIAL HOSPITAL","HOOPESTON","IL",60942,"VERMILION","READM_30_AMI",NA,NA,"Not Available","Not Available"
141317,"GIBSON COMMUNITY HOSPITAL","GIBSON CITY","IL",60936,"FORD","READM_30_AMI",NA,NA,"Not Available","Not Available"
141318,"OSF HOLY FAMILY MEDICAL CENTER","MONMOUTH","IL",61462,"WARREN","READM_30_AMI",NA,NA,"Not Available","Not Available"
141319,"HAMMOND HENRY HOSPITAL","GENESEO","IL",61254,"HENRY","READM_30_AMI",NA,NA,"Not Available","Not Available"
141320,"PARIS COMMUNITY HOSPITAL","PARIS","IL",61944,"EDGAR","READM_30_AMI",NA,NA,"Not Available","Not Available"
141321,"FRANKLIN HOSPITAL","BENTON","IL",62812,"FRANKLIN","READM_30_AMI",NA,NA,"Not Available","Not Available"
141322,"ABRAHAM LINCOLN MEMORIAL HOSPITAL","LINCOLN","IL",62656,"LOGAN","READM_30_AMI",NA,NA,"Not Available","Not Available"
141323,"MASSAC MEMORIAL HOSPITAL","METROPOLIS","IL",62960,"MASSAC","READM_30_AMI",NA,NA,"Not Available","Not Available"
141324,"FERRELL HOSPITAL COMMUNITY FOUNDATIONS","ELDORADO","IL",62930,"SALINE","READM_30_AMI",NA,NA,"Not Available","Not Available"
141325,"OSF SAINT LUKES MEDICAL CENTER","KEWANEE","IL",61443,"HENRY","READM_30_AMI",NA,NA,"Not Available","Not Available"
141326,"HAMILTON MEMORIAL HOSPITAL DISTRICT","MCLEANSBORO","IL",62859,"HAMILTON","READM_30_AMI",NA,NA,"Not Available","Not Available"
141327,"WABASH GENERAL HOSPITAL 1","MOUNT CARMEL","IL",62863,"WABASH","READM_30_AMI",NA,NA,"Not Available","Not Available"
141328,"HARDIN COUNTY GENERAL HOSPITAL","ROSICLARE","IL",62982,"HARDIN","READM_30_AMI",NA,NA,"Not Available","Not Available"
141329,"MORRISON COMMUNITY HOSPITAL","MORRISON","IL",61270,"WHITESIDE","READM_30_AMI",NA,NA,"Not Available","Not Available"
141330,"HOPEDALE MEDICAL COMPLEX","HOPEDALE","IL",61747,"TAZEWELL","READM_30_AMI",NA,NA,"Not Available","Not Available"
141331,"MARSHALL BROWNING HOSPITAL","DU QUOIN","IL",62832,"PERRY","READM_30_AMI",NA,NA,"Not Available","Not Available"
141332,"HILLSBORO AREA HOSPITAL","HILLSBORO","IL",62049,"MONTGOMERY","READM_30_AMI",NA,NA,"Not Available","Not Available"
141333,"SARAH D CULBERTSON MEMORIAL HOSPITAL","RUSHVILLE","IL",62681,"SCHUYLER","READM_30_AMI",NA,NA,"Not Available","Not Available"
141334,"ST JOSEPH MEMORIAL HOSPITAL","MURPHYSBORO","IL",62966,"JACKSON","READM_30_AMI",NA,NA,"Not Available","Not Available"
141335,"MERCY HARVARD HOSPITAL","HARVARD","IL",60033,"MCHENRY","READM_30_AMI",NA,NA,"Not Available","Not Available"
141336,"ST JOSEPH'S HOSPITAL","HIGHLAND","IL",62249,"MADISON","READM_30_AMI",NA,NA,"Not Available","Not Available"
141337,"PERRY MEMORIAL HOSPITAL","PRINCETON","IL",61356,"BUREAU","READM_30_AMI",NA,NA,"Not Available","Not Available"
141338,"MEMORIAL HOSPITAL","CHESTER","IL",62233,"RANDOLPH","READM_30_AMI",NA,NA,"Not Available","Not Available"
141339,"TAYLORVILLE MEMORIAL HOSPITAL","TAYLORVILLE","IL",62568,"CHRISTIAN","READM_30_AMI",NA,NA,"Not Available","Not Available"
141340,"VALLEY WEST COMMUNITY HOSPITAL","SANDWICH","IL",60548,"DEKALB","READM_30_AMI",NA,NA,"Not Available","Not Available"
141341,"PANA COMMUNITY HOSPITAL","PANA","IL",62557,"CHRISTIAN","READM_30_AMI",NA,NA,"Not Available","Not Available"
141342,"UNION COUNTY HOSPITAL","ANNA","IL",62906,"UNION","READM_30_AMI",NA,NA,"Not Available","Not Available"
141343,"CRAWFORD MEMORIAL HOSPITAL","ROBINSON","IL",62454,"CRAWFORD","READM_30_AMI",NA,NA,"Not Available","Not Available"
141344,"LAWRENCE COUNTY MEMORIAL HOSPITAL","LAWRENCEVILLE","IL",62439,"LAWRENCE","READM_30_AMI",NA,NA,"Not Available","Not Available"
141345,"SALEM TOWNSHIP HOSPITAL","SALEM","IL",62881,"MARION","READM_30_AMI",NA,NA,"Not Available","Not Available"
141346,"FAYETTE COUNTY HOSPITAL","VANDALIA","IL",62471,"FAYETTE","READM_30_AMI",NA,NA,"Not Available","Not Available"
141347,"CARLINVILLE AREA HOSPITAL","CARLINVILLE","IL",62626,"MACOUPIN","READM_30_AMI",NA,NA,"Not Available","Not Available"
141348,"RED BUD REGIONAL HOSPITAL","RED BUD","IL",62278,"RANDOLPH","READM_30_AMI",NA,NA,"Not Available","Not Available"
141349,"SPARTA COMMUNITY HOSPITAL","SPARTA","IL",62286,"RANDOLPH","READM_30_AMI",NA,NA,"Not Available","Not Available"
141350,"ST FRANCIS HOSPITAL","LITCHFIELD","IL",62056,"MONTGOMERY","READM_30_AMI",NA,NA,"Not Available","Not Available"
141351,"CLAY COUNTY HOSPITAL","FLORA","IL",62839,"CLAY","READM_30_AMI",NA,NA,"Not Available","Not Available"
143300,"ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO","CHICAGO","IL",60611,"COOK","READM_30_AMI",NA,NA,"Not Available","Not Available"
143301,"LARABIDA CHILDRENS HOSPITAL I","CHICAGO","IL",60649,"COOK","READM_30_AMI",NA,NA,"Not Available","Not Available"
143302,"SHRINERS HOSPITAL FOR CHILDREN","CHICAGO","IL",60707,"COOK","READM_30_AMI",NA,NA,"Not Available","Not Available"
150001,"JOHNSON MEMORIAL HOSPITAL","FRANKLIN","IN",46131,"JOHNSON","READM_30_AMI",NA,NA,"Not Available","Not Available"
150002,"METHODIST HOSPITALS INC","GARY","IN",46402,"LAKE","READM_30_AMI","No Different than the National Rate",18.4,"15.5","21.8"
150004,"FRANCISCAN ST MARGARET HEALTH - HAMMOND","HAMMOND","IN",46320,"LAKE","READM_30_AMI","No Different than the National Rate",17.3,"14.5","20.3"
150005,"HENDRICKS REGIONAL HEALTH","DANVILLE","IN",46122,"HENDRICKS","READM_30_AMI","No Different than the National Rate",16.2,"13.3","19.5"
150006,"LA PORTE HOSPITAL","LA PORTE","IN",46350,"LA PORTE","READM_30_AMI","No Different than the National Rate",15.3,"12.5","18.3"
150007,"COMMUNITY HOWARD REGIONAL HEALTH INC","KOKOMO","IN",46902,"HOWARD","READM_30_AMI","No Different than the National Rate",16.3,"13.5","19.7"
150008,"ST CATHERINE HOSPITAL INC","EAST CHICAGO","IN",46312,"LAKE","READM_30_AMI","No Different than the National Rate",16.3,"13.5","19.4"
150009,"CLARK MEMORIAL HOSPITAL","JEFFERSONVILLE","IN",47130,"CLARK","READM_30_AMI","No Different than the National Rate",17.7,"14.9","20.8"
150010,"ST VINCENT KOKOMO","KOKOMO","IN",46904,"HOWARD","READM_30_AMI",NA,NA,"Not Available","Not Available"
150011,"MARION GENERAL HOSPITAL","MARION","IN",46952,"GRANT","READM_30_AMI","No Different than the National Rate",16.6,"13.9","19.8"
150012,"SAINT JOSEPH REGIONAL MEDICAL CENTER","MISHAWAKA","IN",46545,"ST JOSEPH","READM_30_AMI","No Different than the National Rate",16,"13.5","18.9"
150015,"FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY","MICHIGAN CITY","IN",46360,"LA PORTE","READM_30_AMI","No Different than the National Rate",16.7,"14.0","19.7"
150017,"LUTHERAN HOSPITAL OF INDIANA","FORT WAYNE","IN",46804,"ALLEN","READM_30_AMI","No Different than the National Rate",16.3,"14.1","18.8"
150018,"ELKHART GENERAL HOSPITAL","ELKHART","IN",46514,"ELKHART","READM_30_AMI","No Different than the National Rate",15.3,"12.7","18.1"
150021,"PARKVIEW REGIONAL MEDICAL CENTER","FORT WAYNE","IN",46845,"ALLEN","READM_30_AMI","No Different than the National Rate",16.5,"14.2","19.1"
150022,"FRANCISCAN ST ELIZABETH HEALTH - CRAWFORDSVILLE","CRAWFORDSVILLE","IN",47933,"MONTGOMERY","READM_30_AMI",NA,NA,"Not Available","Not Available"
150023,"UNION HOSPITAL INC","TERRE HAUTE","IN",47804,"VIGO","READM_30_AMI","No Different than the National Rate",16.1,"14.2","18.3"
150024,"ESKENAZI HEALTH","INDIANAPOLIS","IN",46202,"MARION","READM_30_AMI","No Different than the National Rate",16.2,"13.6","19.2"
150026,"IU HEALTH GOSHEN HOSPITAL","GOSHEN","IN",46526,"ELKHART","READM_30_AMI","No Different than the National Rate",18.3,"14.9","22.1"
150030,"HENRY COUNTY MEMORIAL HOSPITAL","NEW CASTLE","IN",47362,"HENRY","READM_30_AMI",NA,NA,"Not Available","Not Available"
150034,"ST MARY MEDICAL CENTER INC","HOBART","IN",46342,"LAKE","READM_30_AMI","No Different than the National Rate",17,"14.2","20.3"
150035,"PORTER REGIONAL HOSPITAL","VALPARAISO","IN",46383,"PORTER","READM_30_AMI","No Different than the National Rate",15.5,"13.1","18.1"
150037,"HANCOCK REGIONAL HOSPITAL","GREENFIELD","IN",46140,"HANCOCK","READM_30_AMI","No Different than the National Rate",16.4,"13.1","20.0"
150042,"GOOD SAMARITAN HOSPITAL","VINCENNES","IN",47591,"KNOX","READM_30_AMI","No Different than the National Rate",17,"14.1","20.4"
150044,"FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES","NEW ALBANY","IN",47150,"FLOYD","READM_30_AMI","No Different than the National Rate",16.2,"13.9","18.8"
150045,"DEKALB HEALTH","AUBURN","IN",46706,"DE KALB","READM_30_AMI",NA,NA,"Not Available","Not Available"
150046,"TERRE HAUTE REGIONAL HOSPITAL","TERRE HAUTE","IN",47802,"VIGO","READM_30_AMI","No Different than the National Rate",18.9,"16.3","21.9"
150047,"ST JOSEPH HOSPITAL","FORT WAYNE","IN",46802,"ALLEN","READM_30_AMI","No Different than the National Rate",17.1,"14.1","20.5"
150048,"REID HEALTH","RICHMOND","IN",47374,"WAYNE","READM_30_AMI","No Different than the National Rate",15.9,"13.6","18.4"
150051,"INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL","BLOOMINGTON","IN",47403,"MONROE","READM_30_AMI","No Different than the National Rate",14.8,"12.6","17.4"
150056,"INDIANA UNIVERSITY HEALTH","INDIANAPOLIS","IN",46202,"MARION","READM_30_AMI","No Different than the National Rate",16.8,"14.5","19.2"
150057,"FRANCISCAN ST FRANCIS HEALTH - MOORESVILLE","MOORESVILLE","IN",46158,"MORGAN","READM_30_AMI",NA,NA,"Not Available","Not Available"
150058,"MEMORIAL HOSPITAL OF SOUTH BEND","SOUTH BEND","IN",46601,"ST JOSEPH","READM_30_AMI","No Different than the National Rate",16.8,"14.1","19.7"
150059,"RIVERVIEW HEALTH","NOBLESVILLE","IN",46060,"HAMILTON","READM_30_AMI","No Different than the National Rate",16.8,"13.7","20.2"
150061,"DAVIESS COMMUNITY HOSPITAL","WASHINGTON","IN",47501,"DAVIESS","READM_30_AMI","No Different than the National Rate",16.9,"13.8","20.4"
150064,"FAYETTE REGIONAL HEALTH SYSTEM","CONNERSVILLE","IN",47331,"FAYETTE","READM_30_AMI",NA,NA,"Not Available","Not Available"
150065,"SCHNECK MEDICAL CENTER","SEYMOUR","IN",47274,"JACKSON","READM_30_AMI",NA,NA,"Not Available","Not Available"
150069,"KING'S DAUGHTERS' HEALTH","MADISON","IN",47250,"JEFFERSON","READM_30_AMI","No Different than the National Rate",16.7,"13.6","20.1"
150072,"MEMORIAL HOSPITAL","LOGANSPORT","IN",46947,"CASS","READM_30_AMI",NA,NA,"Not Available","Not Available"
150074,"COMMUNITY HOSPITAL EAST","INDIANAPOLIS","IN",46219,"MARION","READM_30_AMI","No Different than the National Rate",16.4,"13.9","19.3"
150075,"BLUFFTON REGIONAL MEDICAL CENTER","BLUFFTON","IN",46714,"WELLS","READM_30_AMI",NA,NA,"Not Available","Not Available"
150076,"SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH","PLYMOUTH","IN",46563,"MARSHALL","READM_30_AMI","No Different than the National Rate",16.8,"13.7","20.5"
150082,"DEACONESS HOSPITAL INC","EVANSVILLE","IN",47747,"VANDERBURGH","READM_30_AMI","No Different than the National Rate",18.4,"15.8","21.3"
150084,"ST VINCENT HOSPITAL & HEALTH SERVICES","INDIANAPOLIS","IN",46260,"MARION","READM_30_AMI","No Different than the National Rate",17.7,"15.3","20.2"
150086,"DEARBORN COUNTY HOSPITAL","LAWRENCEBURG","IN",47025,"DEARBORN","READM_30_AMI","No Different than the National Rate",18,"15.0","21.5"
150088,"ST VINCENT ANDERSON REGIONAL HOSPITAL INC","ANDERSON","IN",46016,"MADISON","READM_30_AMI","No Different than the National Rate",16.6,"13.7","20.0"
150089,"INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL","MUNCIE","IN",47303,"DELAWARE","READM_30_AMI","No Different than the National Rate",18.8,"16.3","21.7"
150090,"FRANCISCAN ST MARGARET HEALTH - DYER","DYER","IN",46311,"LAKE","READM_30_AMI","No Different than the National Rate",17.9,"15.1","21.2"
150091,"PARKVIEW HUNTINGTON HOSPITAL","HUNTINGTON","IN",46750,"HUNTINGTON","READM_30_AMI",NA,NA,"Not Available","Not Available"
150097,"MAJOR HOSPITAL","SHELBYVILLE","IN",46176,"SHELBY","READM_30_AMI",NA,NA,"Not Available","Not Available"
150100,"ST MARY'S MEDICAL CENTER","EVANSVILLE","IN",47750,"VANDERBURGH","READM_30_AMI","No Different than the National Rate",18.4,"15.9","21.4"
150101,"PARKVIEW WHITLEY HOSPITAL","COLUMBIA CITY","IN",46725,"WHITLEY","READM_30_AMI",NA,NA,"Not Available","Not Available"
150102,"STARKE HOSPITAL","KNOX","IN",46534,"STARKE","READM_30_AMI",NA,NA,"Not Available","Not Available"
150104,"WITHAM HEALTH SERVICES","LEBANON","IN",46052,"BOONE","READM_30_AMI","No Different than the National Rate",16.2,"13.1","19.9"
150109,"FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE EAST","LAFAYETTE","IN",47905,"TIPPECANOE","READM_30_AMI","No Different than the National Rate",15.2,"12.8","17.9"
150112,"COLUMBUS REGIONAL HOSPITAL","COLUMBUS","IN",47201,"BARTHOLOMEW","READM_30_AMI","No Different than the National Rate",16.8,"14.4","19.5"
150113,"COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY","ANDERSON","IN",46011,"MADISON","READM_30_AMI","No Different than the National Rate",17.7,"14.6","21.3"
150115,"MEMORIAL HOSPITAL AND HEALTH CARE CENTER","JASPER","IN",47546,"DUBOIS","READM_30_AMI","No Different than the National Rate",14.9,"12.5","17.5"
150125,"COMMUNITY HOSPITAL","MUNSTER","IN",46321,"LAKE","READM_30_AMI","No Different than the National Rate",16.3,"13.8","19.0"
150126,"FRANCISCAN ST ANTHONY HEALTH - CROWN POINT","CROWN POINT","IN",46307,"LAKE","READM_30_AMI","No Different than the National Rate",16.5,"13.9","19.5"
150128,"COMMUNITY HOSPITAL SOUTH","INDIANAPOLIS","IN",46227,"MARION","READM_30_AMI","No Different than the National Rate",16,"13.3","19.0"
150133,"KOSCIUSKO COMMUNITY HOSPITAL","WARSAW","IN",46580,"KOSCIUSKO","READM_30_AMI","No Different than the National Rate",17.4,"14.1","20.7"
150146,"PARKVIEW NOBLE HOSPITAL","KENDALLVILLE","IN",46755,"NOBLE","READM_30_AMI",NA,NA,"Not Available","Not Available"
150149,"WOMEN'S HOSPITAL THE","NEWBURGH","IN",47630,"WARRICK","READM_30_AMI",NA,NA,"Not Available","Not Available"
150150,"DUPONT HOSPITAL LLC","FORT WAYNE","IN",46825,"ALLEN","READM_30_AMI",NA,NA,"Not Available","Not Available"
150153,"ST VINCENT HEART CENTER OF INDIANA LLC","INDIANAPOLIS","IN",46290,"HAMILTON","READM_30_AMI","No Different than the National Rate",15.8,"13.9","18.0"
150157,"ST VINCENT CARMEL HOSPITAL INC","CARMEL","IN",46032,"HAMILTON","READM_30_AMI",NA,NA,"Not Available","Not Available"
150158,"IU HEALTH WEST HOSPITAL","AVON","IN",46123,"HENDRICKS","READM_30_AMI","No Different than the National Rate",17,"14.0","20.5"
150160,"ORTHOINDY HOSPITAL","INDIANAPOLIS","IN",46278,"MARION","READM_30_AMI",NA,NA,"Not Available","Not Available"
150161,"INDIANA UNIVERSITY HEALTH NORTH HOSPITAL","CARMEL","IN",46032,"HAMILTON","READM_30_AMI","No Different than the National Rate",16.1,"12.9","19.7"
150162,"FRANCISCAN ST FRANCIS HEALTH - INDIANAPOLIS","INDIANAPOLIS","IN",46237,"MARION","READM_30_AMI","No Different than the National Rate",15.6,"13.4","18.1"
150165,"FRANCISCAN HEALTHCARE - MUNSTER","MUNSTER","IN",46321,"LAKE","READM_30_AMI",NA,NA,"Not Available","Not Available"
150166,"PINNACLE HOSPITAL","CROWN POINT","IN",46307,"LAKE","READM_30_AMI",NA,NA,"Not Available","Not Available"
150167,"ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC","FORT WAYNE","IN",46845,"ALLEN","READM_30_AMI",NA,NA,"Not Available","Not Available"
150168,"THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR","FORT WAYNE","IN",46804,"ALLEN","READM_30_AMI",NA,NA,"Not Available","Not Available"
150169,"COMMUNITY HOSPITAL NORTH","INDIANAPOLIS","IN",46256,"MARION","READM_30_AMI","No Different than the National Rate",16.2,"13.3","19.5"
150172,"PHYSICIANS' MEDICAL CENTER LLC","NEW ALBANY","IN",47150,"FLOYD","READM_30_AMI",NA,NA,"Not Available","Not Available"
150173,"INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL","LAFAYETTE","IN",47905,"TIPPECANOE","READM_30_AMI","No Different than the National Rate",15.2,"12.9","17.8"
150175,"THE HEART HOSPITAL AT DEACONESS GATEWAY LLC","NEWBURGH","IN",47630,"WARRICK","READM_30_AMI","No Different than the National Rate",17.4,"14.9","20.5"
150176,"KENTUCKIANA MEDICAL CENTER LLC","CLARKSVILLE","IN",47129,"CLARK","READM_30_AMI","No Different than the National Rate",17.2,"14.2","20.6"
150177,"UNITY MEDICAL AND SURGICAL HOSPITAL","MISHAWAKA","IN",46545,"ST JOSEPH","READM_30_AMI",NA,NA,"Not Available","Not Available"
150179,"FAIRBANKS","INDIANAPOLIS","IN",46256,"MARION","READM_30_AMI",NA,NA,"Not Available","Not Available"
150181,"ST VINCENT FISHERS HOSPITAL INC","FISHERS","IN",46037,"HAMILTON","READM_30_AMI",NA,NA,"Not Available","Not Available"
150182,"FRANCISCAN ST FRANCIS HEALTH - CARMEL","CARMEL","IN",46032,"HAMILTON","READM_30_AMI",NA,NA,"Not Available","Not Available"
150183,"MONROE HOSPITAL","BLOOMINGTON","IN",47403,"MONROE","READM_30_AMI",NA,NA,"Not Available","Not Available"
151300,"COMMUNITY HOSPITAL OF BREMEN INC","BREMEN","IN",46506,"MARSHALL","READM_30_AMI",NA,NA,"Not Available","Not Available"
151301,"ST VINCENT RANDOLPH HOSPITAL INC","WINCHESTER","IN",47394,"RANDOLPH","READM_30_AMI",NA,NA,"Not Available","Not Available"
151302,"INDIANA UNIVERSITY HEALTH BLACKFORD HOSPITAL","HARTFORD CITY","IN",47348,"BLACKFORD","READM_30_AMI",NA,NA,"Not Available","Not Available"
151303,"ST VINCENT JENNINGS HOSPITAL INC","NORTH VERNON","IN",47265,"JENNINGS","READM_30_AMI",NA,NA,"Not Available","Not Available"
151304,"RUSH MEMORIAL HOSPITAL","RUSHVILLE","IN",46173,"RUSH","READM_30_AMI",NA,NA,"Not Available","Not Available"
151305,"PULASKI MEMORIAL HOSPITAL","WINAMAC","IN",46996,"PULASKI","READM_30_AMI",NA,NA,"Not Available","Not Available"
151306,"INDIANA UNIVERSITY HEALTH PAOLI HOSPITAL","PAOLI","IN",47454,"ORANGE","READM_30_AMI",NA,NA,"Not Available","Not Available"
151307,"ST VINCENT WILLIAMSPORT HOSPITAL INC","WILLIAMSPORT","IN",47993,"WARREN","READM_30_AMI",NA,NA,"Not Available","Not Available"
151308,"ST VINCENT MERCY HOSPITAL","ELWOOD","IN",46036,"MADISON","READM_30_AMI",NA,NA,"Not Available","Not Available"
151309,"ST VINCENT CLAY HOSPITAL INC","BRAZIL","IN",47834,"CLAY","READM_30_AMI",NA,NA,"Not Available","Not Available"
151310,"PARKVIEW WABASH HOSPITAL, INC","WABASH","IN",46992,"WABASH","READM_30_AMI",NA,NA,"Not Available","Not Available"
151311,"INDIANA UNIVERSITY HEALTH TIPTON HOSPITAL INC","TIPTON","IN",46072,"TIPTON","READM_30_AMI",NA,NA,"Not Available","Not Available"
151312,"INDIANA UNIVERSITY HEALTH WHITE MEMORIAL HOSPITAL","MONTICELLO","IN",47960,"WHITE","READM_30_AMI",NA,NA,"Not Available","Not Available"
151313,"WOODLAWN HOSPITAL","ROCHESTER","IN",46975,"FULTON","READM_30_AMI",NA,NA,"Not Available","Not Available"
151314,"ST VINCENT SALEM HOSPITAL INC","SALEM","IN",47167,"WASHINGTON","READM_30_AMI",NA,NA,"Not Available","Not Available"
151315,"CAMERON MEMORIAL COMMUNITY HOSPITAL INC","ANGOLA","IN",46703,"STEUBEN","READM_30_AMI",NA,NA,"Not Available","Not Available"
151316,"ST VINCENT FRANKFORT HOSPITAL INC","FRANKFORT","IN",46041,"CLINTON","READM_30_AMI",NA,NA,"Not Available","Not Available"
151317,"GREENE COUNTY GENERAL HOSPITAL","LINTON","IN",47441,"GREENE","READM_30_AMI",NA,NA,"Not Available","Not Available"
151318,"DUKES MEMORIAL HOSPITAL","PERU","IN",46970,"MIAMI","READM_30_AMI","No Different than the National Rate",16.5,"13.4","20.0"
151319,"GIBSON GENERAL HOSPITAL","PRINCETON","IN",47670,"GIBSON","READM_30_AMI",NA,NA,"Not Available","Not Available"
151320,"JAY COUNTY HOSPITAL","PORTLAND","IN",47371,"JAY","READM_30_AMI",NA,NA,"Not Available","Not Available"
151322,"PERRY COUNTY MEMORIAL HOSPITAL","TELL CITY","IN",47586,"PERRY","READM_30_AMI",NA,NA,"Not Available","Not Available"
151323,"PARKVIEW LAGRANGE HOSPITAL","LAGRANGE","IN",46761,"LAGRANGE","READM_30_AMI",NA,NA,"Not Available","Not Available"
151324,"FRANCISCAN HEALTH RENSSELAER, INC","RENSSELAER","IN",47978,"JASPER","READM_30_AMI",NA,NA,"Not Available","Not Available"
151325,"ST MARY'S WARRICK HOSPITAL, INC","BOONVILLE","IN",47601,"WARRICK","READM_30_AMI",NA,NA,"Not Available","Not Available"
151326,"UNION HOSPITAL CLINTON","CLINTON","IN",47842,"VERMILLION","READM_30_AMI",NA,NA,"Not Available","Not Available"
151327,"SULLIVAN COUNTY COMMUNITY HOSPITAL","SULLIVAN","IN",47882,"SULLIVAN","READM_30_AMI",NA,NA,"Not Available","Not Available"
151328,"INDIANA UNIVERSITY HEALTH BEDFORD HOSPITAL","BEDFORD","IN",47421,"LAWRENCE","READM_30_AMI",NA,NA,"Not Available","Not Available"
151329,"MARGARET MARY HEALTH","BATESVILLE","IN",47006,"RIPLEY","READM_30_AMI",NA,NA,"Not Available","Not Available"
151330,"ADAMS MEMORIAL HOSPITAL","DECATUR","IN",46733,"ADAMS","READM_30_AMI",NA,NA,"Not Available","Not Available"
151331,"HARRISON COUNTY HOSPITAL","CORYDON","IN",47112,"HARRISON","READM_30_AMI",NA,NA,"Not Available","Not Available"
151332,"DECATUR COUNTY MEMORIAL HOSPITAL","GREENSBURG","IN",47240,"DECATUR","READM_30_AMI",NA,NA,"Not Available","Not Available"
151333,"PUTNAM COUNTY HOSPITAL","GREENCASTLE","IN",46135,"PUTNAM","READM_30_AMI",NA,NA,"Not Available","Not Available"
151334,"SCOTT MEMORIAL HOSPITAL","SCOTTSBURG","IN",47170,"SCOTT","READM_30_AMI",NA,NA,"Not Available","Not Available"
151335,"ST VINCENT DUNN HOSPITAL INC","BEDFORD","IN",47421,"LAWRENCE","READM_30_AMI","No Different than the National Rate",17.2,"14.1","20.9"
160001,"CENTRAL IOWA HEALTHCARE","MARSHALLTOWN","IA",50158,"MARSHALL","READM_30_AMI","No Different than the National Rate",16.6,"13.7","20.1"
160005,"ST ANTHONY REGIONAL HOSPITAL & NURSING HOME","CARROLL","IA",51401,"CARROLL","READM_30_AMI",NA,NA,"Not Available","Not Available"
160008,"KEOKUK AREA HOSPITAL","KEOKUK","IA",52632,"LEE","READM_30_AMI",NA,NA,"Not Available","Not Available"
160013,"TRINITY MUSCATINE","MUSCATINE","IA",52761,"MUSCATINE","READM_30_AMI",NA,NA,"Not Available","Not Available"
160016,"TRINITY REGIONAL MEDICAL CENTER","FORT DODGE","IA",50501,"WEBSTER","READM_30_AMI","No Different than the National Rate",16.8,"13.9","20.0"
160024,"IOWA LUTHERAN HOSPITAL","DES MOINES","IA",50316,"POLK","READM_30_AMI","No Different than the National Rate",15.8,"12.8","19.1"
160028,"CHI HEALTH MERCY COUNCIL BLUFFS","COUNCIL BLUFFS","IA",51503,"POTTAWATTAMIE","READM_30_AMI","No Different than the National Rate",15.3,"12.5","18.7"
160029,"MERCY HOSPITAL","IOWA CITY","IA",52245,"JOHNSON","READM_30_AMI","No Different than the National Rate",14.9,"12.4","17.6"
160030,"MARY GREELEY MEDICAL CENTER","AMES","IA",50010,"STORY","READM_30_AMI","No Different than the National Rate",15.8,"13.3","18.5"
