"ID","Hospital","City","State","Zip","County","Measure_ID","Compared_to_National","Death_Score","Lower","Higher"
60006,"MONTROSE MEMORIAL HOSPITAL","MONTROSE","CO",81401,"MONTROSE","MORT_30_AMI","No Different than the National Rate",12.9,"9.7","17.1"
60008,"SAN LUIS VALLEY HEALTH","ALAMOSA","CO",81101,"ALAMOSA","MORT_30_AMI",NA,NA,"Not Available","Not Available"
60009,"LUTHERAN MEDICAL CENTER","WHEAT RIDGE","CO",80033,"JEFFERSON","MORT_30_AMI","No Different than the National Rate",13,"10.3","16.3"
60010,"POUDRE VALLEY HOSPITAL","FORT COLLINS","CO",80524,"LARIMER","MORT_30_AMI","No Different than the National Rate",14.1,"11.2","17.3"
60011,"DENVER HEALTH MEDICAL CENTER","DENVER","CO",80204,"DENVER","MORT_30_AMI","No Different than the National Rate",13.1,"9.7","17.8"
60012,"CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER","PUEBLO","CO",81004,"PUEBLO","MORT_30_AMI","No Different than the National Rate",14.8,"11.5","18.7"
60013,"MERCY REGIONAL MEDICAL CENTER","DURANGO","CO",81301,"LA PLATA","MORT_30_AMI","No Different than the National Rate",12.7,"9.5","16.9"
60014,"PRESBYTERIAN ST LUKES MEDICAL CENTER","DENVER","CO",80218,"DENVER","MORT_30_AMI","No Different than the National Rate",13.8,"10.6","17.9"
60015,"CENTURA HEALTH-ST ANTHONY HOSPITAL","LAKEWOOD","CO",80228,"JEFFERSON","MORT_30_AMI","No Different than the National Rate",11.8,"9.1","14.9"
60016,"CENTURA HEALTH-ST THOMAS MORE HOSPITAL","CANON CITY","CO",81212,"FREMONT","MORT_30_AMI",NA,NA,"Not Available","Not Available"
60020,"PARKVIEW MEDICAL CENTER INC","PUEBLO","CO",81003,"PUEBLO","MORT_30_AMI","No Different than the National Rate",13.6,"11.0","16.7"
60022,"UNIVERSITY COLO HEALTH MEMORIAL HOSPITAL CENTRAL","COLORADO SPRINGS","CO",80909,"EL PASO","MORT_30_AMI","No Different than the National Rate",12.4,"9.8","15.5"
60023,"ST MARYS  MEDICAL CENTER","GRAND JUNCTION","CO",81502,"MESA","MORT_30_AMI","No Different than the National Rate",13.5,"10.5","17.0"
60024,"UNIVERSITY OF COLORADO HOSPITAL AUTHORITY","AURORA","CO",80045,"ADAMS","MORT_30_AMI","No Different than the National Rate",12.2,"9.5","15.6"
60027,"FOOTHILLS HOSPITAL","BOULDER","CO",80304,"BOULDER","MORT_30_AMI","No Different than the National Rate",15.8,"12.2","20.3"
60028,"SAINT JOSEPH HOSPITAL","DENVER","CO",80218,"DENVER","MORT_30_AMI",NA,NA,"Not Available","Not Available"
60030,"MCKEE MEDICAL CENTER","LOVELAND","CO",80538,"LARIMER","MORT_30_AMI","No Different than the National Rate",16.6,"13.1","21.0"
60031,"CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES","COLORADO SPRINGS","CO",80907,"EL PASO","MORT_30_AMI","No Different than the National Rate",12.5,"10.1","15.5"
60032,"ROSE MEDICAL CENTER","DENVER","CO",80220,"DENVER","MORT_30_AMI","No Different than the National Rate",13.4,"10.5","16.8"
60034,"SWEDISH MEDICAL CENTER","ENGLEWOOD","CO",80113,"ARAPAHOE","MORT_30_AMI","No Different than the National Rate",15,"11.8","18.8"
60036,"ARKANSAS VALLEY REGIONAL MEDICAL CENTER","LA JUNTA","CO",81050,"OTERO","MORT_30_AMI","No Different than the National Rate",14.6,"11.4","18.4"
60043,"KEEFE MEMORIAL HOSPITAL","CHEYENNE WELLS","CO",80810,"CHEYENNE","MORT_30_AMI",NA,NA,"Not Available","Not Available"
60044,"COLORADO PLAINS MEDICAL CENTER","FORT MORGAN","CO",80701,"MORGAN","MORT_30_AMI",NA,NA,"Not Available","Not Available"
60049,"YAMPA VALLEY MEDICAL CENTER","STEAMBOAT SPRINGS","CO",80487,"ROUTT","MORT_30_AMI",NA,NA,"Not Available","Not Available"
60054,"COMMUNITY HOSPITAL","GRAND JUNCTION","CO",81505,"MESA","MORT_30_AMI",NA,NA,"Not Available","Not Available"
60064,"CENTURA HEALTH-PORTER ADVENTIST HOSPITAL","DENVER","CO",80210,"DENVER","MORT_30_AMI","No Different than the National Rate",14.5,"11.1","18.7"
60065,"NORTH SUBURBAN MEDICAL CENTER","THORNTON","CO",80229,"ADAMS","MORT_30_AMI","No Different than the National Rate",13.9,"10.6","17.8"
60071,"DELTA COUNTY MEMORIAL HOSPITAL","DELTA","CO",81416,"DELTA","MORT_30_AMI","No Different than the National Rate",15.2,"11.8","19.4"
60075,"VALLEY VIEW HOSPITAL ASSOCIATION","GLENWOOD SPRINGS","CO",81601,"GARFIELD","MORT_30_AMI","No Different than the National Rate",12.9,"9.7","16.7"
60076,"STERLING REGIONAL MEDCENTER","STERLING","CO",80751,"LOGAN","MORT_30_AMI",NA,NA,"Not Available","Not Available"
60096,"VAIL VALLEY MEDICAL CENTER","VAIL","CO",81657,"EAGLE","MORT_30_AMI",NA,NA,"Not Available","Not Available"
60100,"MEDICAL CENTER OF AURORA, THE","AURORA","CO",80012,"ARAPAHOE","MORT_30_AMI","No Different than the National Rate",13.5,"10.6","17.0"
60103,"CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL","LOUISVILLE","CO",80027,"BOULDER","MORT_30_AMI",NA,NA,"Not Available","Not Available"
60104,"ST ANTHONY NORTH HEALTH CAMPUS","WESTMINSTER","CO",80023,"BROOMFIELD","MORT_30_AMI","No Different than the National Rate",14.1,"10.7","18.3"
60107,"NATIONAL JEWISH HEALTH","DENVER","CO",80206,"DENVER","MORT_30_AMI",NA,NA,"Not Available","Not Available"
60112,"SKY RIDGE MEDICAL CENTER","LONE TREE","CO",80124,"DOUGLAS","MORT_30_AMI","No Different than the National Rate",14.6,"11.0","19.4"
60113,"CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL","LITTLETON","CO",80122,"ARAPAHOE","MORT_30_AMI","No Different than the National Rate",13.7,"10.6","17.5"
60114,"PARKER ADVENTIST HOSPITAL","PARKER","CO",80138,"DOUGLAS","MORT_30_AMI","No Different than the National Rate",13.1,"10.1","16.8"
60116,"GOOD SAMARITAN MEDICAL CENTER","LAFAYETTE","CO",80026,"BOULDER","MORT_30_AMI","No Different than the National Rate",14.3,"10.9","18.4"
60117,"ANIMAS SURGICAL HOSPITAL, LLC","DURANGO","CO",81301,"LA PLATA","MORT_30_AMI",NA,NA,"Not Available","Not Available"
60118,"ST ANTHONY SUMMIT MEDICAL CENTER","FRISCO","CO",80443,"SUMMIT","MORT_30_AMI",NA,NA,"Not Available","Not Available"
60119,"MEDICAL CENTER OF THE ROCKIES","LOVELAND","CO",80538,"LARIMER","MORT_30_AMI","No Different than the National Rate",13,"10.4","16.3"
60124,"ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS","LAKEWOOD","CO",80228,"JEFFERSON","MORT_30_AMI",NA,NA,"Not Available","Not Available"
60125,"CASTLE ROCK ADVENTIST HOSPITAL","CASTLE ROCK","CO",80109,"DOUGLAS","MORT_30_AMI",NA,NA,"Not Available","Not Available"
60126,"BANNER FORT COLLINS MEDICAL CENTER","FORT COLLINS","CO",80528,"LARIMER","MORT_30_AMI",NA,NA,"Not Available","Not Available"
61300,"WEISBROD MEMORIAL COUNTY HOSPITAL","EADS","CO",81036,"KIOWA","MORT_30_AMI",NA,NA,"Not Available","Not Available"
61301,"RIO GRANDE HOSPITAL","DEL NORTE","CO",81132,"RIO GRANDE","MORT_30_AMI",NA,NA,"Not Available","Not Available"
61302,"COLORADO CANYONS HOSPITAL AND MEDICAL CENTER","FRUITA","CO",81521,"MESA","MORT_30_AMI",NA,NA,"Not Available","Not Available"
61303,"EAST MORGAN COUNTY HOSPITAL","BRUSH","CO",80723,"MORGAN","MORT_30_AMI",NA,NA,"Not Available","Not Available"
61304,"HAXTUN HOSPITAL DISTRICT","HAXTUN","CO",80731,"PHILLIPS","MORT_30_AMI",NA,NA,"Not Available","Not Available"
61305,"MELISSA MEMORIAL HOSPITAL","HOLYOKE","CO",80734,"PHILLIPS","MORT_30_AMI",NA,NA,"Not Available","Not Available"
61306,"LINCOLN COMMUNITY HOSPITAL","HUGO","CO",80821,"LINCOLN","MORT_30_AMI",NA,NA,"Not Available","Not Available"
61307,"RANGELY DISTRICT HOSPITAL","RANGELY","CO",81648,"RIO BLANCO","MORT_30_AMI",NA,NA,"Not Available","Not Available"
61308,"SAN LUIS VALLEY HEALTH CONEJOS COUNTY HOSPITAL","LA JARA","CO",81140,"CONEJOS","MORT_30_AMI",NA,NA,"Not Available","Not Available"
61309,"WRAY COMMUNITY DISTRICT HOSPITAL","WRAY","CO",80758,"YUMA","MORT_30_AMI",NA,NA,"Not Available","Not Available"
61310,"SEDGWICK COUNTY MEMORIAL HOSPITAL","JULESBURG","CO",80737,"SEDGWICK","MORT_30_AMI",NA,NA,"Not Available","Not Available"
61311,"SOUTHEAST COLORADO HOSPITAL","SPRINGFIELD","CO",81073,"BACA","MORT_30_AMI",NA,NA,"Not Available","Not Available"
61312,"ESTES PARK MEDICAL CENTER","ESTES PARK","CO",80517,"LARIMER","MORT_30_AMI",NA,NA,"Not Available","Not Available"
61313,"KIT CARSON COUNTY MEMORIAL HOSPITAL","BURLINGTON","CO",80807,"KIT CARSON","MORT_30_AMI",NA,NA,"Not Available","Not Available"
61314,"MEMORIAL HOSPITAL, THE","CRAIG","CO",81625,"MOFFAT","MORT_30_AMI",NA,NA,"Not Available","Not Available"
61315,"YUMA DISTRICT HOSPITAL","YUMA","CO",80759,"YUMA","MORT_30_AMI",NA,NA,"Not Available","Not Available"
61316,"SPANISH PEAKS REGIONAL HEALTH CENTER","WALSENBURG","CO",81089,"HUERFANO","MORT_30_AMI",NA,NA,"Not Available","Not Available"
61317,"GRAND RIVER MEDICAL CENTER","RIFLE","CO",81650,"GARFIELD","MORT_30_AMI",NA,NA,"Not Available","Not Available"
61318,"MIDDLE PARK MEDICAL CENTER","KREMMLING","CO",80459,"GRAND","MORT_30_AMI",NA,NA,"Not Available","Not Available"
61319,"ST VINCENT HOSPITAL GENERAL DISTRICT","LEADVILLE","CO",80461,"LAKE","MORT_30_AMI",NA,NA,"Not Available","Not Available"
61320,"GUNNISON VALLEY HOSPITAL","GUNNISON","CO",81230,"GUNNISON","MORT_30_AMI",NA,NA,"Not Available","Not Available"
61321,"MT SAN RAFAEL HOSPITAL","TRINIDAD","CO",81082,"LAS ANIMAS","MORT_30_AMI",NA,NA,"Not Available","Not Available"
61322,"HEART OF THE ROCKIES REGIONAL MEDICAL CENTER","SALIDA","CO",81201,"CHAFFEE","MORT_30_AMI",NA,NA,"Not Available","Not Available"
61323,"PROWERS MEDICAL CENTER","LAMAR","CO",81052,"PROWERS","MORT_30_AMI",NA,NA,"Not Available","Not Available"
61324,"ASPEN VALLEY HOSPITAL","ASPEN","CO",81611,"PITKIN","MORT_30_AMI",NA,NA,"Not Available","Not Available"
61325,"PIONEERS MEDICAL CENTER","MEEKER","CO",81641,"RIO BLANCO","MORT_30_AMI",NA,NA,"Not Available","Not Available"
61326,"PIKES PEAK REGIONAL HOSPITAL","WOODLAND PARK","CO",80863,"TELLER","MORT_30_AMI",NA,NA,"Not Available","Not Available"
61327,"SOUTHWEST MEMORIAL HOSPITAL","CORTEZ","CO",81321,"MONTEZUMA","MORT_30_AMI",NA,NA,"Not Available","Not Available"
61328,"PAGOSA SPRINGS MEDICAL CENTER","PAGOSA SPRINGS","CO",81147,"ARCHULETA","MORT_30_AMI",NA,NA,"Not Available","Not Available"
63301,"CHILDRENS HOSPITAL COLORADO","AURORA","CO",80045,"ADAMS","MORT_30_AMI",NA,NA,"Not Available","Not Available"
70002,"ST FRANCIS HOSPITAL & MEDICAL CENTER","HARTFORD","CT",6105,"HARTFORD","MORT_30_AMI","No Different than the National Rate",13.4,"11.4","15.7"
70003,"DAY KIMBALL HOSPITAL","PUTNAM","CT",6260,"WINDHAM","MORT_30_AMI","No Different than the National Rate",15,"11.9","18.4"
70004,"SHARON HOSPITAL","SHARON","CT",6069,"LITCHFIELD","MORT_30_AMI","No Different than the National Rate",13.6,"10.9","16.7"
70005,"WATERBURY HOSPITAL","WATERBURY","CT",6721,"NEW HAVEN","MORT_30_AMI","No Different than the National Rate",13.9,"11.3","16.9"
70006,"STAMFORD HOSPITAL","STAMFORD","CT",6904,"FAIRFIELD","MORT_30_AMI","No Different than the National Rate",15.1,"12.5","18.2"
70007,"LAWRENCE & MEMORIAL HOSPITAL","NEW LONDON","CT",6320,"NEW LONDON","MORT_30_AMI","No Different than the National Rate",14,"11.5","16.9"
70008,"JOHNSON MEMORIAL HOSPITAL","STAFFORD SPRINGS","CT",6076,"TOLLAND","MORT_30_AMI","No Different than the National Rate",12.8,"9.7","16.7"
70010,"BRIDGEPORT HOSPITAL","BRIDGEPORT","CT",6610,"FAIRFIELD","MORT_30_AMI","Better than the National Rate",10.1,"8.2","12.3"
70011,"CHARLOTTE HUNGERFORD HOSPITAL","TORRINGTON","CT",6790,"LITCHFIELD","MORT_30_AMI","No Different than the National Rate",12.4,"10.0","15.2"
70012,"ROCKVILLE GENERAL HOSPITAL","ROCKVILLE","CT",6066,"TOLLAND","MORT_30_AMI","No Different than the National Rate",14.2,"11.0","18.0"
70016,"SAINT MARYS HOSPITAL","WATERBURY","CT",6706,"NEW HAVEN","MORT_30_AMI","No Different than the National Rate",14.2,"11.6","17.4"
70017,"MIDSTATE MEDICAL CENTER","MERIDEN","CT",6450,"NEW HAVEN","MORT_30_AMI","No Different than the National Rate",12.9,"10.4","15.9"
70018,"GREENWICH HOSPITAL ASSOCIATION","GREENWICH","CT",6830,"FAIRFIELD","MORT_30_AMI","No Different than the National Rate",14.8,"12.0","18.0"
70019,"MILFORD HOSPITAL, INC","MILFORD","CT",6460,"NEW HAVEN","MORT_30_AMI","No Different than the National Rate",13.3,"10.3","16.9"
70020,"MIDDLESEX HOSPITAL","MIDDLETOWN","CT",6457,"MIDDLESEX","MORT_30_AMI","No Different than the National Rate",13.1,"10.5","16.1"
70021,"WINDHAM COMM MEM HOSP & HATCH HOSP","WILLIMANTIC","CT",6226,"WINDHAM","MORT_30_AMI","No Different than the National Rate",14.8,"11.6","18.5"
70022,"YALE-NEW HAVEN HOSPITAL","NEW HAVEN","CT",6504,"NEW HAVEN","MORT_30_AMI","Better than the National Rate",11.7,"10.1","13.5"
70024,"WILLIAM W BACKUS HOSPITAL","NORWICH","CT",6360,"NEW LONDON","MORT_30_AMI","No Different than the National Rate",12.6,"9.7","16.2"
70025,"HARTFORD HOSPITAL","HARTFORD","CT",6102,"HARTFORD","MORT_30_AMI","No Different than the National Rate",14.1,"12.2","16.1"
70027,"MANCHESTER MEMORIAL HOSPITAL","MANCHESTER","CT",6040,"HARTFORD","MORT_30_AMI","No Different than the National Rate",12.8,"10.2","15.9"
70028,"ST VINCENT'S MEDICAL CENTER","BRIDGEPORT","CT",6606,"FAIRFIELD","MORT_30_AMI","No Different than the National Rate",16.5,"14.0","19.4"
70029,"BRISTOL HOSPITAL","BRISTOL","CT",6010,"HARTFORD","MORT_30_AMI","No Different than the National Rate",15.3,"12.4","19.1"
70031,"GRIFFIN HOSPITAL","DERBY","CT",6418,"NEW HAVEN","MORT_30_AMI","No Different than the National Rate",13.9,"11.1","17.1"
70033,"DANBURY HOSPITAL","DANBURY","CT",6810,"FAIRFIELD","MORT_30_AMI","No Different than the National Rate",14.3,"12.1","16.8"
70034,"NORWALK HOSPITAL ASSOCIATION","NORWALK","CT",6856,"FAIRFIELD","MORT_30_AMI","Better than the National Rate",11.2,"9.1","13.7"
70035,"HOSPITAL OF CENTRAL CONNECTICUT, THE","NEW BRITAIN","CT",6050,"HARTFORD","MORT_30_AMI","No Different than the National Rate",13.2,"11.0","15.8"
70036,"JOHN DEMPSEY HOSPITAL","FARMINGTON","CT",6032,"HARTFORD","MORT_30_AMI","No Different than the National Rate",13.7,"10.8","17.0"
70038,"CONNECTICUT HOSPICE INC,THE","BRANFORD","CT",6405,"NEW HAVEN","MORT_30_AMI",NA,NA,"Not Available","Not Available"
70039,"MASONICARE HEALTH CENTER","WALLINGFORD","CT",6492,"NEW HAVEN","MORT_30_AMI",NA,NA,"Not Available","Not Available"
70040,"HEBREW HOME AND HOSPITAL INC","WEST HARTFORD","CT",6117,"HARTFORD","MORT_30_AMI",NA,NA,"Not Available","Not Available"
73300,"CONNECTICUT CHILDRENS MEDICAL CENTER","HARTFORD","CT",6106,"HARTFORD","MORT_30_AMI",NA,NA,"Not Available","Not Available"
80001,"CHRISTIANA CARE HEALTH SERVICES, INC.","NEWARK","DE",19718,"NEW CASTLE","MORT_30_AMI","No Different than the National Rate",12.9,"11.0","15.0"
80003,"ST FRANCIS HOSPITAL","WILMINGTON","DE",19805,"NEW CASTLE","MORT_30_AMI","No Different than the National Rate",13.3,"10.5","16.7"
80004,"BAYHEALTH - KENT GENERAL HOSPITAL","DOVER","DE",19901,"KENT","MORT_30_AMI","No Different than the National Rate",13.4,"11.0","16.4"
80006,"NANTICOKE MEMORIAL HOSPITAL","SEAFORD","DE",19973,"SUSSEX","MORT_30_AMI","No Different than the National Rate",13.9,"11.1","17.5"
80007,"BEEBE MEDICAL CENTER","LEWES","DE",19958,"SUSSEX","MORT_30_AMI","No Different than the National Rate",13.2,"10.8","16.2"
80009,"BAYHEALTH - MILFORD MEMORIAL HOSPITAL","MILFORD","DE",19963,"SUSSEX","MORT_30_AMI","No Different than the National Rate",12.7,"9.9","15.9"
83300,"ALFRED I DUPONT HOSPITAL FOR CHILDREN","WILMINGTON","DE",19899,"NEW CASTLE","MORT_30_AMI",NA,NA,"Not Available","Not Available"
90001,"GEORGE WASHINGTON UNIV HOSPITAL","WASHINGTON","DC",20037,"DISTRICT OF COLUMBIA","MORT_30_AMI","No Different than the National Rate",13.3,"10.4","16.8"
90003,"HOWARD UNIVERSITY HOSPITAL","WASHINGTON","DC",20060,"DISTRICT OF COLUMBIA","MORT_30_AMI","No Different than the National Rate",14.3,"10.7","18.9"
90004,"MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL","WASHINGTON","DC",20007,"DISTRICT OF COLUMBIA","MORT_30_AMI","No Different than the National Rate",13.3,"10.2","17.1"
90005,"SIBLEY MEMORIAL HOSPITAL","WASHINGTON","DC",20016,"DISTRICT OF COLUMBIA","MORT_30_AMI","No Different than the National Rate",14.6,"11.3","18.5"
90006,"PROVIDENCE HOSPITAL","WASHINGTON","DC",20017,"DISTRICT OF COLUMBIA","MORT_30_AMI","No Different than the National Rate",14.6,"11.3","18.6"
90008,"UNITED MEDICAL CENTER","WASHINGTON","DC",20032,"DISTRICT OF COLUMBIA","MORT_30_AMI","No Different than the National Rate",13.2,"10.1","17.0"
90011,"MEDSTAR WASHINGTON HOSPITAL CENTER","WASHINGTON","DC",20010,"DISTRICT OF COLUMBIA","MORT_30_AMI","No Different than the National Rate",14,"12.0","16.2"
93300,"CHILDREN'S HOSPITAL NMC","WASHINGTON","DC",20010,"DISTRICT OF COLUMBIA","MORT_30_AMI",NA,NA,"Not Available","Not Available"
100001,"UF HEALTH JACKSONVILLE","JACKSONVILLE","FL",32209,"DUVAL","MORT_30_AMI","No Different than the National Rate",17.2,"13.9","21.2"
100002,"BETHESDA HOSPITAL EAST","BOYNTON BEACH","FL",33435,"PALM BEACH","MORT_30_AMI","No Different than the National Rate",12.2,"10.1","14.7"
100006,"ORLANDO HEALTH","ORLANDO","FL",32806,"ORANGE","MORT_30_AMI","No Different than the National Rate",15.2,"12.8","17.6"
100007,"FLORIDA HOSPITAL","ORLANDO","FL",32803,"ORANGE","MORT_30_AMI","No Different than the National Rate",14.9,"13.0","17.0"
100008,"BAPTIST HOSPITAL OF MIAMI","MIAMI","FL",33176,"MIAMI-DADE","MORT_30_AMI","No Different than the National Rate",13.5,"11.2","16.2"
100009,"UNIVERSITY OF MIAMI HOSPITAL","MIAMI","FL",33136,"MIAMI-DADE","MORT_30_AMI","No Different than the National Rate",13.5,"10.8","16.6"
100012,"LEE MEMORIAL HOSPITAL","FORT MYERS","FL",33901,"LEE","MORT_30_AMI","No Different than the National Rate",12.7,"10.7","15.1"
100014,"FLORIDA HOSPITAL NEW SMYRNA","NEW SMYRNA BEACH","FL",32170,"VOLUSIA","MORT_30_AMI","No Different than the National Rate",14.4,"11.5","17.8"
100017,"HALIFAX HEALTH MEDICAL CENTER","DAYTONA BEACH","FL",32114,"VOLUSIA","MORT_30_AMI","No Different than the National Rate",16.4,"13.6","19.8"
100018,"NAPLES COMMUNITY HOSPITAL","NAPLES","FL",34102,"COLLIER","MORT_30_AMI","No Different than the National Rate",13,"11.2","15.1"
100019,"HOLMES REGIONAL MEDICAL CENTER","MELBOURNE","FL",32901,"BREVARD","MORT_30_AMI","No Different than the National Rate",14.7,"12.5","17.1"
100022,"JACKSON MEMORIAL HOSPITAL","MIAMI","FL",33136,"MIAMI-DADE","MORT_30_AMI","No Different than the National Rate",14.2,"11.6","17.2"
100023,"CITRUS MEMORIAL HOSPITAL","INVERNESS","FL",34452,"CITRUS","MORT_30_AMI","No Different than the National Rate",14.4,"12.0","17.1"
100025,"SACRED HEART HOSPITAL","PENSACOLA","FL",32504,"ESCAMBIA","MORT_30_AMI","No Different than the National Rate",17.1,"14.1","20.7"
100026,"BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM","PANAMA CITY","FL",32401,"BAY","MORT_30_AMI","No Different than the National Rate",13.5,"11.2","16.5"
100028,"PARRISH MEDICAL CENTER","TITUSVILLE","FL",32796,"BREVARD","MORT_30_AMI","No Different than the National Rate",14.6,"11.4","18.4"
100029,"NORTH SHORE MEDICAL CENTER","MIAMI","FL",33150,"MIAMI-DADE","MORT_30_AMI","No Different than the National Rate",14,"11.4","16.9"
100030,"HEALTH CENTRAL","OCOEE","FL",34761,"ORANGE","MORT_30_AMI","No Different than the National Rate",14.6,"11.7","18.1"
100032,"BAYFRONT HEALTH - ST PETERSBURG","SAINT PETERSBURG","FL",33701,"PINELLAS","MORT_30_AMI","No Different than the National Rate",15.7,"12.2","19.7"
100034,"MOUNT SINAI MEDICAL CENTER","MIAMI BEACH","FL",33140,"MIAMI-DADE","MORT_30_AMI","No Different than the National Rate",12.6,"10.4","15.2"
100035,"MANATEE MEMORIAL HOSPITAL","BRADENTON","FL",34208,"MANATEE","MORT_30_AMI","Worse than the National Rate",17.3,"14.3","20.8"
100038,"MEMORIAL REGIONAL HOSPITAL","HOLLYWOOD","FL",33021,"BROWARD","MORT_30_AMI","No Different than the National Rate",12.4,"10.0","15.3"
100039,"BROWARD HEALTH MEDICAL CENTER","FORT LAUDERDALE","FL",33316,"BROWARD","MORT_30_AMI","No Different than the National Rate",15.1,"11.9","18.8"
100040,"ST VINCENT'S MEDICAL CENTER RIVERSIDE","JACKSONVILLE","FL",32204,"DUVAL","MORT_30_AMI","No Different than the National Rate",12.6,"10.1","15.4"
100043,"MEASE DUNEDIN HOSPITAL","DUNEDIN","FL",34698,"PINELLAS","MORT_30_AMI","No Different than the National Rate",15.8,"12.4","19.9"
100044,"MARTIN MEDICAL CENTER","STUART","FL",34995,"MARTIN","MORT_30_AMI","No Different than the National Rate",12.7,"10.6","15.0"
100045,"FLORIDA HOSPITAL DELAND","DELAND","FL",32720,"VOLUSIA","MORT_30_AMI","No Different than the National Rate",13.4,"10.4","17.0"
100046,"FLORIDA HOSPITAL ZEPHYRHILLS","ZEPHYRHILLS","FL",33541,"PASCO","MORT_30_AMI","No Different than the National Rate",13.4,"10.6","16.9"
100047,"BAYFRONT HEALTH PUNTA GORDA","PUNTA GORDA","FL",33950,"CHARLOTTE","MORT_30_AMI","No Different than the National Rate",14.1,"10.9","18.1"
100048,"JAY HOSPITAL","JAY","FL",32565,"SANTA ROSA","MORT_30_AMI",NA,NA,"Not Available","Not Available"
100049,"HIGHLANDS REGIONAL MEDICAL CENTER","SEBRING","FL",33870,"HIGHLANDS","MORT_30_AMI","No Different than the National Rate",14,"11.0","17.6"
100050,"LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS","HIALEAH","FL",33012,"MIAMI-DADE","MORT_30_AMI","No Different than the National Rate",15.7,"12.8","19.0"
100051,"SOUTH LAKE HOSPITAL","CLERMONT","FL",34711,"LAKE","MORT_30_AMI","No Different than the National Rate",15,"12.2","18.3"
100052,"WINTER HAVEN HOSPITAL","WINTER HAVEN","FL",33881,"POLK","MORT_30_AMI","No Different than the National Rate",15.4,"12.7","18.5"
100053,"HIALEAH HOSPITAL","HIALEAH","FL",33013,"MIAMI-DADE","MORT_30_AMI","No Different than the National Rate",13,"10.5","15.9"
100054,"TWIN CITIES HOSPITAL","NICEVILLE","FL",32578,"OKALOOSA","MORT_30_AMI","No Different than the National Rate",13.3,"10.2","17.1"
100055,"FLORIDA HOSPITAL NORTH PINELLAS","TARPON SPRINGS","FL",34689,"PINELLAS","MORT_30_AMI","No Different than the National Rate",13.2,"10.3","16.7"
100057,"FLORIDA HOSPITAL WATERMAN","TAVARES","FL",32778,"LAKE","MORT_30_AMI","No Different than the National Rate",14.6,"11.8","17.6"
100062,"MUNROE REGIONAL MEDICAL CENTER","OCALA","FL",34474,"MARION","MORT_30_AMI","No Different than the National Rate",12.7,"10.8","14.8"
100063,"MORTON PLANT NORTH BAY HOSPITAL","NEW PORT RICHEY","FL",34652,"PASCO","MORT_30_AMI","No Different than the National Rate",12.6,"10.1","15.7"
100067,"ST ANTHONYS HOSPITAL","SAINT PETERSBURG","FL",33705,"PINELLAS","MORT_30_AMI","Better than the National Rate",11.2,"8.9","13.9"
100068,"FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER","DAYTONA BEACH","FL",32117,"VOLUSIA","MORT_30_AMI","No Different than the National Rate",13.6,"10.9","17.0"
100069,"FLORIDA HOSPITAL CARROLLWOOD","TAMPA","FL",33614,"HILLSBOROUGH","MORT_30_AMI",NA,NA,"Not Available","Not Available"
100070,"VENICE REGIONAL MEDICAL CENTER - BAYFRONT HEALTH","VENICE","FL",34285,"SARASOTA","MORT_30_AMI","Better than the National Rate",11.8,"9.9","14.0"
100071,"BAYFRONT HEALTH BROOKSVILLE","BROOKSVILLE","FL",34601,"HERNANDO","MORT_30_AMI","No Different than the National Rate",15.5,"12.1","19.7"
100072,"FLORIDA HOSPITAL FISH MEMORIAL","ORANGE CITY","FL",32763,"VOLUSIA","MORT_30_AMI","No Different than the National Rate",14.4,"11.0","18.7"
100073,"HOLY CROSS HOSPITAL","FORT LAUDERDALE","FL",33308,"BROWARD","MORT_30_AMI","No Different than the National Rate",13.9,"11.5","16.5"
100075,"ST JOSEPHS HOSPITAL","TAMPA","FL",33677,"HILLSBOROUGH","MORT_30_AMI","No Different than the National Rate",13.1,"10.9","15.7"
100077,"BAYFRONT HEALTH PORT CHARLOTTE","PORT CHARLOTTE","FL",33952,"CHARLOTTE","MORT_30_AMI","No Different than the National Rate",12.2,"9.8","15.0"
100080,"JFK MEDICAL CENTER","ATLANTIS","FL",33462,"PALM BEACH","MORT_30_AMI","No Different than the National Rate",13.7,"11.6","16.3"
100081,"HEALTHMARK REGIONAL MEDICAL CENTER","DEFUNIAK SPRINGS","FL",32435,"WALTON","MORT_30_AMI",NA,NA,"Not Available","Not Available"
100084,"LEESBURG REGIONAL MEDICAL CENTER","LEESBURG","FL",34748,"LAKE","MORT_30_AMI","No Different than the National Rate",14.2,"12.1","16.6"
100086,"BROWARD HEALTH NORTH","POMPANO BEACH","FL",33064,"BROWARD","MORT_30_AMI","No Different than the National Rate",14.2,"11.3","17.4"
100087,"SARASOTA MEMORIAL HOSPITAL","SARASOTA","FL",34239,"SARASOTA","MORT_30_AMI","Better than the National Rate",11.8,"10.0","13.8"
